Player,wing_feet,height_feet,wing_height_ratio
Malcolm Thomas,7.041666666666666666666666,6.625,1.062893081761006289308176
Pat Connaughton,6.729166666666666666666666,6.333333333333333333333333,1.062499999999999999999999
Dionte Christmas,6.75,6.354166666666666666666666,1.062295081967213114754098
P.J. Hairston,6.75,6.354166666666666666666666,1.062295081967213114754098
Brandon Davies,7.125,6.708333333333333333333333,1.06211180124223602484472
Glen Rice,6.770833333333333333333333,6.375,1.06209150326797385620915
JaJuan Johnson (Purdue),7.166666666666666666666666,6.75,1.061728395061728395061728
Will Barton,6.8125,6.416666666666666666666666,1.061688311688311688311688
Danny Green,6.833333333333333333333333,6.4375,1.061488673139158576051779
J.P. Tokoto,6.833333333333333333333333,6.4375,1.061488673139158576051779
Patrick McCaw,6.833333333333333333333333,6.4375,1.061488673139158576051779
Tony Mitchell (Alabama),6.833333333333333333333333,6.4375,1.061488673139158576051779
Norvel Pelle,7.208333333333333333333333,6.791666666666666666666666,1.061349693251533742331288
Austin Daye,7.229166666666666666666666,6.8125,1.061162079510703363914372
Scotty Hopson,6.875,6.479166666666666666666666,1.061093247588424437299035
Demetri McCamey,6.520833333333333333333333,6.145833333333333333333333,1.061016949152542372881355
Justin Patton,7.25,6.833333333333333333333333,1.060975609756097560975609
Jahii Carson,6.166666666666666666666666,5.8125,1.060931899641577060931899
Cleanthony Early,6.895833333333333333333333,6.5,1.060897435897435897435897
De'Aaron Fox,6.541666666666666666666666,6.166666666666666666666666,1.06081081081081081081081
Stephen Zimmerman,7.270833333333333333333333,6.854166666666666666666666,1.060790273556231003039513
Andre Roberson,6.916666666666666666666666,6.520833333333333333333333,1.060702875399361022364217
Sherron Collins,6.208333333333333333333333,5.854166666666666666666666,1.060498220640569395017793
Sean Kilpatrick,6.583333333333333333333333,6.208333333333333333333333,1.060402684563758389261744
Jordan Bell,6.979166666666666666666666,6.583333333333333333333333,1.060126582278481012658227
Moe Harkless,7.0,6.604166666666666666666666,1.059936908517350157728706
Isaiah Austin,7.375,6.958333333333333333333333,1.059880239520958083832335
Frank Mason,6.270833333333333333333333,5.916666666666666666666666,1.059859154929577464788732
Shabazz Napier,6.270833333333333333333333,5.916666666666666666666666,1.059859154929577464788732
Cory Jefferson,7.041666666666666666666666,6.645833333333333333333333,1.059561128526645768025078
Josh Hart,6.708333333333333333333333,6.333333333333333333333333,1.05921052631578947368421
Ivan Rabb,7.125,6.729166666666666666666666,1.058823529411764705882353
Andrew Harrison,6.75,6.375,1.058823529411764705882352
Damyean Dotson,6.75,6.375,1.058823529411764705882352
Hasheem Thabeet,7.520833333333333333333333,7.104166666666666666666666,1.058651026392961876832844
Carrick Felix,6.770833333333333333333333,6.395833333333333333333333,1.058631921824104234527687
Jae Crowder,6.770833333333333333333333,6.395833333333333333333333,1.058631921824104234527687
Joseph Young,6.416666666666666666666666,6.0625,1.058419243986254295532645
Arnett Moultrie,7.1875,6.791666666666666666666666,1.058282208588957055214724
Semi Ojeleye,6.8125,6.4375,1.058252427184466019417475
Tyler Smith,6.8125,6.4375,1.058252427184466019417475
J'Covan Brown,6.4375,6.083333333333333333333333,1.058219178082191780821917
Glenn Robinson,6.833333333333333333333333,6.458333333333333333333333,1.058064516129032258064516
Jamel Artis,6.833333333333333333333333,6.458333333333333333333333,1.058064516129032258064516
Erick Green,6.479166666666666666666666,6.125,1.057823129251700680272108
Tobias Harris,6.916666666666666666666666,6.541666666666666666666666,1.057324840764331210191082
Gary Harris,6.5625,6.208333333333333333333333,1.057046979865771812080536
Darius Morris,6.625,6.270833333333333333333333,1.056478405315614617940199
Derrick White,6.625,6.270833333333333333333333,1.056478405315614617940199
Jerian Grant,6.625,6.270833333333333333333333,1.056478405315614617940199
Jordan Williams,7.020833333333333333333333,6.645833333333333333333333,1.056426332288401253918495
Ben McLemore,6.645833333333333333333333,6.291666666666666666666666,1.056291390728476821192053
Michael Frazier,6.666666666666666666666666,6.3125,1.05610561056105610561056
Kemba Walker,6.291666666666666666666666,5.958333333333333333333333,1.055944055944055944055944
Russ Smith,6.291666666666666666666666,5.958333333333333333333333,1.055944055944055944055944
Trey Thompkins,7.083333333333333333333333,6.708333333333333333333333,1.055900621118012422360248
Quincy Miller,7.104166666666666666666666,6.729166666666666666666666,1.055727554179566563467492
Trey Lyles,7.125,6.75,1.055555555555555555555555
Sylven Landesberg,6.75,6.395833333333333333333333,1.055374592833876221498371
Tony Wroten,6.75,6.395833333333333333333333,1.055374592833876221498371
Bobby Portis,7.166666666666666666666666,6.791666666666666666666666,1.055214723926380368098159
Greg Monroe,7.1875,6.8125,1.055045871559633027522935
Caris LeVert,6.833333333333333333333333,6.479166666666666666666666,1.054662379421221864951768
Jereme Richmond,6.854166666666666666666666,6.5,1.054487179487179487179487
Cat Barber,6.458333333333333333333333,6.125,1.054421768707482993197278
Nolan Smith,6.458333333333333333333333,6.125,1.054421768707482993197278
Vince Hunter,6.916666666666666666666666,6.5625,1.053968253968253968253968
C.J. McCollum,6.520833333333333333333333,6.1875,1.053872053872053872053872
Harrison Barnes,6.9375,6.583333333333333333333333,1.053797468354430379746835
Aaron Gordon,6.979166666666666666666666,6.625,1.053459119496855345911949
Jordan Crawford,6.583333333333333333333333,6.25,1.053333333333333333333333
Gani Lawal,7.0,6.645833333333333333333333,1.053291536050156739811912
Julius Randle,7.0,6.645833333333333333333333,1.053291536050156739811912
Kyle Kuzma,7.020833333333333333333333,6.666666666666666666666666,1.053125
Jeff Pendergraph,7.083333333333333333333333,6.729166666666666666666666,1.052631578947368421052631
Kennedy Meeks,7.083333333333333333333333,6.729166666666666666666666,1.052631578947368421052631
Jordan Hill,7.125,6.770833333333333333333333,1.052307692307692307692307
Devyn Marble,6.75,6.416666666666666666666666,1.051948051948051948051948
Terrence Williams,6.75,6.416666666666666666666666,1.051948051948051948051948
Quinn Cook,6.333333333333333333333333,6.020833333333333333333333,1.051903114186851211072664
Henry Ellenson,7.1875,6.833333333333333333333333,1.051829268292682926829268
Darington Hobson,6.770833333333333333333333,6.4375,1.051779935275080906148867
Jimmer Fredette,6.375,6.0625,1.051546391752577319587628
Richard Howell,6.854166666666666666666666,6.520833333333333333333333,1.051118210862619808306709
V.J. Beachem,6.854166666666666666666666,6.520833333333333333333333,1.051118210862619808306709
Khris Middleton,6.895833333333333333333333,6.5625,1.050793650793650793650793
Dante Cunningham,6.916666666666666666666666,6.583333333333333333333333,1.050632911392405063291139
Derrick Caracter,7.020833333333333333333333,6.6875,1.0498442367601246105919
Jrue Holiday,6.583333333333333333333333,6.270833333333333333333333,1.049833887043189368770764
Austin Rivers,6.604166666666666666666666,6.291666666666666666666666,1.049668874172185430463576
Keifer Sykes,6.166666666666666666666666,5.875,1.049645390070921985815602
Cameron Bairstow,7.0625,6.729166666666666666666666,1.049535603715170278637771
Derrick Walton,6.208333333333333333333333,5.916666666666666666666666,1.049295774647887323943662
Peter Jok,6.666666666666666666666666,6.354166666666666666666666,1.049180327868852459016393
Aaron Harrison,6.6875,6.375,1.04901960784313725490196
Devin Booker,6.6875,6.375,1.04901960784313725490196
Spencer Dinwiddie,6.6875,6.375,1.04901960784313725490196
Zach LaVine,6.6875,6.375,1.04901960784313725490196
Peyton Siva,6.25,5.958333333333333333333333,1.048951048951048951048951
James Anderson,6.708333333333333333333333,6.395833333333333333333333,1.048859934853420195439739
Skal Labissiere,7.208333333333333333333333,6.875,1.048484848484848484848484
DeMarre Carroll,6.833333333333333333333333,6.520833333333333333333333,1.047923322683706070287539
Jaron Blossomgame,6.833333333333333333333333,6.520833333333333333333333,1.047923322683706070287539
Isaiah Miles,6.875,6.5625,1.047619047619047619047619
Justin Jackson,6.895833333333333333333333,6.583333333333333333333333,1.047468354430379746835443
Josh Selby,6.4375,6.145833333333333333333333,1.04745762711864406779661
Cory Joseph,6.458333333333333333333333,6.166666666666666666666666,1.047297297297297297297297
Luke Babbitt,6.9375,6.625,1.047169811320754716981132
Malik Newman,6.479166666666666666666666,6.1875,1.047138047138047138047137
Aaron White,6.958333333333333333333333,6.645833333333333333333333,1.047021943573667711598746
Sam Dekker,6.958333333333333333333333,6.645833333333333333333333,1.047021943573667711598746
Willie Warren,6.5,6.208333333333333333333333,1.046979865771812080536912
Justin Harper,6.979166666666666666666666,6.666666666666666666666666,1.046875
Tyshawn Taylor,6.520833333333333333333333,6.229166666666666666666666,1.046822742474916387959866
Tyler Lydon,7.0,6.6875,1.046728971962616822429906
Andrew Jones,6.541666666666666666666666,6.25,1.046666666666666666666666
Doron Lamb,6.5625,6.270833333333333333333333,1.046511627906976744186046
Malik Beasley,6.583333333333333333333333,6.291666666666666666666666,1.046357615894039735099337
Enes Kanter,7.125,6.8125,1.045871559633027522935779
Kentavious Caldwell-Pope,6.666666666666666666666666,6.375,1.045751633986928104575163
Fab Melo,7.208333333333333333333333,6.895833333333333333333333,1.045317220543806646525679
Demar DeRozan,6.75,6.458333333333333333333333,1.04516129032258064516129
Solomon Hill,6.75,6.458333333333333333333333,1.04516129032258064516129
Willie Cauley-Stein,7.25,6.9375,1.045045045045045045045045
A.J. Price,6.3125,6.041666666666666666666666,1.044827586206896551724138
Luke Harangody,6.8125,6.520833333333333333333333,1.04472843450479233226837
Trevor Booker,6.8125,6.520833333333333333333333,1.04472843450479233226837
Alec Peters,6.895833333333333333333333,6.604166666666666666666666,1.044164037854889589905362
Mike Scott,6.895833333333333333333333,6.604166666666666666666666,1.044164037854889589905362
Paul George,6.9375,6.645833333333333333333333,1.043887147335423197492163
Kendall Williams,6.458333333333333333333333,6.1875,1.04377104377104377104377
Drew Gordon,6.958333333333333333333333,6.666666666666666666666666,1.04375
Craig Brackins,7.0,6.708333333333333333333333,1.043478260869565217391304
Kyle Wiltjer,7.020833333333333333333333,6.729166666666666666666666,1.043343653250773993808049
Marquese Chriss,7.020833333333333333333333,6.729166666666666666666666,1.043343653250773993808049
LaceDarius Dunn,6.520833333333333333333333,6.25,1.043333333333333333333333
Brice Johnson,7.041666666666666666666666,6.75,1.043209876543209876543209
Olivier Hanlan,6.541666666666666666666666,6.270833333333333333333333,1.043189368770764119601328
Rashad Vaughn,6.583333333333333333333333,6.3125,1.042904290429042904290428
Manny Harris,6.604166666666666666666666,6.333333333333333333333333,1.042763157894736842105263
Delon Wright,6.625,6.354166666666666666666666,1.042622950819672131147541
Perry Jones,7.145833333333333333333333,6.854166666666666666666666,1.042553191489361702127659
Colton Iverson,7.166666666666666666666666,6.875,1.042424242424242424242424
David Lighty,6.666666666666666666666666,6.395833333333333333333333,1.042345276872964169381107
Terrance Ferguson,6.729166666666666666666666,6.458333333333333333333333,1.041935483870967741935483
Klay Thompson,6.75,6.479166666666666666666666,1.041800643086816720257234
Ray McCallum,6.270833333333333333333333,6.020833333333333333333333,1.041522491349480968858131
Georges Niang,6.833333333333333333333333,6.5625,1.041269841269841269841269
Perry Ellis,6.854166666666666666666666,6.583333333333333333333333,1.04113924050632911392405
T.J. Warren,6.854166666666666666666666,6.583333333333333333333333,1.04113924050632911392405
Scott Machado,6.333333333333333333333333,6.083333333333333333333333,1.041095890410958904109589
Seth Curry,6.333333333333333333333333,6.083333333333333333333333,1.041095890410958904109589
Andrew Goudelock,6.354166666666666666666666,6.104166666666666666666666,1.040955631399317406143344
Jonathan Holmes,6.958333333333333333333333,6.6875,1.040498442367601246105918
Tyler Hansbrough,6.958333333333333333333333,6.6875,1.040498442367601246105918
Isaiah Cousins,6.520833333333333333333333,6.270833333333333333333333,1.039867109634551495016611
Jared Cunningham,6.541666666666666666666666,6.291666666666666666666666,1.03973509933774834437086
Josh Heytvelt,7.104166666666666666666666,6.833333333333333333333333,1.039634146341463414634146
Lorenzo Brown,6.583333333333333333333333,6.333333333333333333333333,1.039473684210526315789473
Jeff Withey,7.166666666666666666666666,6.895833333333333333333333,1.039274924471299093655589
Meyers Leonard,7.25,6.979166666666666666666666,1.038805970149253731343283
Thon Maker,7.25,6.979166666666666666666666,1.038805970149253731343283
Patrick Mills,6.166666666666666666666666,5.9375,1.038596491228070175438596
Reggie Bullock,6.729166666666666666666666,6.479166666666666666666666,1.038585209003215434083601
Darius Miller,6.75,6.5,1.038461538461538461538461
Doug McDermott,6.770833333333333333333333,6.520833333333333333333333,1.038338658146964856230031
Jack McClinton,6.208333333333333333333333,5.979166666666666666666666,1.038327526132404181184669
C.J. Fair,6.791666666666666666666666,6.541666666666666666666666,1.038216560509554140127388
Darren Collison,6.25,6.020833333333333333333333,1.038062283737024221453287
Marcus Morris,6.833333333333333333333333,6.583333333333333333333333,1.037974683544303797468354
Markieff Morris,6.895833333333333333333333,6.645833333333333333333333,1.037617554858934169278996
Monte Morris,6.333333333333333333333333,6.104166666666666666666666,1.037542662116040955631399
John Collins,6.9375,6.6875,1.037383177570093457943925
Jarrod Uthoff,6.958333333333333333333333,6.708333333333333333333333,1.037267080745341614906832
Ed Davis,7.0,6.75,1.037037037037037037037037
Marcus Denmon,6.416666666666666666666666,6.1875,1.037037037037037037037036
Dwight Powell,7.041666666666666666666666,6.791666666666666666666666,1.036809815950920245398773
Tyler Harvey,6.458333333333333333333333,6.229166666666666666666666,1.03678929765886287625418
Kobi Simmons,6.5,6.270833333333333333333333,1.036544850498338870431893
Ryan Richards,7.125,6.875,1.036363636363636363636363
Mikhail Torrance,6.5625,6.333333333333333333333333,1.036184210526315789473684
Dakari Johnson,7.166666666666666666666666,6.916666666666666666666666,1.036144578313253012048192
Andy Rautins,6.583333333333333333333333,6.354166666666666666666666,1.036065573770491803278688
Ryan Boatright,6.041666666666666666666666,5.833333333333333333333333,1.035714285714285714285714
Daniel Hamilton,6.75,6.520833333333333333333333,1.035143769968051118210862
Hollis Thompson,6.791666666666666666666666,6.5625,1.03492063492063492063492
Jordan Hamilton,6.791666666666666666666666,6.5625,1.03492063492063492063492
Blake Griffin,6.9375,6.708333333333333333333333,1.034161490683229813664596
Artsiom Parakhouski,7.083333333333333333333333,6.854166666666666666666666,1.033434650455927051671732
Mike Muscala,7.083333333333333333333333,6.854166666666666666666666,1.033434650455927051671732
Zach Collins,7.083333333333333333333333,6.854166666666666666666666,1.033434650455927051671732
Vander Blue,6.5,6.291666666666666666666666,1.033112582781456953642384
Kyle Singler,6.841666666666666666666666,6.625,1.032704402515723270440251
Tim Hardaway Jr,6.583333333333333333333333,6.375,1.032679738562091503267973
Greivis Vasquez,6.604166666666666666666666,6.395833333333333333333333,1.032573289902280130293159
Michael Carter-Williams,6.604166666666666666666666,6.395833333333333333333333,1.032573289902280130293159
Ricky Ledo,6.604166666666666666666666,6.395833333333333333333333,1.032573289902280130293159
Nik Stauskas,6.645833333333333333333333,6.4375,1.032362459546925566343042
Jordan Bachynski,7.333333333333333333333333,7.104166666666666666666666,1.032258064516129032258064
Troy Williams,6.6875,6.479166666666666666666666,1.032154340836012861736334
Joe Ingles,6.854166666666666666666666,6.645833333333333333333333,1.03134796238244514106583
Omer Yurtseven,7.083333333333333333333333,6.875,1.030303030303030303030302
Marcus Thornton,6.416666666666666666666666,6.229166666666666666666666,1.030100334448160535117056
Tyler Dorsey,6.4375,6.25,1.03
Kendall Marshall,6.458333333333333333333333,6.270833333333333333333333,1.029900332225913621262458
Jakob Poeltl,7.229166666666666666666666,7.020833333333333333333333,1.029673590504451038575667
Wayne Ellington,6.541666666666666666666666,6.354166666666666666666666,1.029508196721311475409836
Evan Turner,6.666666666666666666666666,6.479166666666666666666666,1.0289389067524115755627
Tyler Honeycutt,6.75,6.5625,1.028571428571428571428571
T.J. Leaf,6.916666666666666666666666,6.729166666666666666666666,1.027863777089783281733746
Norris Cole,6.1875,6.020833333333333333333333,1.027681660899653979238754
Jordan Taylor,6.25,6.083333333333333333333333,1.027397260273972602739726
Miles Plumlee,7.0625,6.875,1.027272727272727272727272
Kim English,6.541666666666666666666666,6.375,1.026143790849673202614378
Sheldon McClellan,6.583333333333333333333333,6.416666666666666666666666,1.025974025974025974025974
Michael Gbinije,6.625,6.458333333333333333333333,1.025806451612903225806451
Jon Leuer,7.0,6.833333333333333333333333,1.024390243902439024390243
Moritz Wagner,7.0,6.833333333333333333333333,1.024390243902439024390243
Xavier Thames,6.333333333333333333333333,6.1875,1.023569023569023569023568
Kevin Murphy,6.5625,6.416666666666666666666666,1.022727272727272727272727
Jarell Martin,6.8125,6.666666666666666666666666,1.021875
Erik Murphy,6.875,6.729166666666666666666666,1.021671826625386996904024
Ryan Kelly,6.958333333333333333333333,6.8125,1.02140672782874617737003
Ty Lawson,6.0625,5.9375,1.021052631578947368421052
Byron Mullens,7.125,6.979166666666666666666666,1.020895522388059701492537
T.J. McConnell,6.166666666666666666666666,6.041666666666666666666666,1.020689655172413793103448
Stephen Curry,6.291666666666666666666666,6.166666666666666666666666,1.02027027027027027027027
Jodie Meeks,6.375,6.25,1.02
Jimmy Butler,6.625,6.5,1.01923076923076923076923
Omri Casspi,6.770833333333333333333333,6.645833333333333333333333,1.018808777429467084639498
Eric Mika,6.833333333333333333333333,6.708333333333333333333333,1.018633540372670807453416
Aaron Craft,6.166666666666666666666666,6.0625,1.017182130584192439862542
Joe Harris,6.5,6.395833333333333333333333,1.016286644951140065146579
Terrence Ross,6.604166666666666666666666,6.5,1.016025641025641025641025
Robbie Hummel,6.708333333333333333333333,6.604166666666666666666666,1.015772870662460567823343
Rodney Hood,6.708333333333333333333333,6.604166666666666666666666,1.015772870662460567823343
Jake Layman,6.770833333333333333333333,6.666666666666666666666666,1.015625
Alec Brown,7.125,7.020833333333333333333333,1.014836795252225519287833
Dillon Brooks,6.5,6.416666666666666666666666,1.012987012987012987012987
Gordon Hayward,6.645833333333333333333333,6.5625,1.012698412698412698412698
Melo Trimble,6.166666666666666666666666,6.104166666666666666666666,1.010238907849829351535836
Luke Kennard,6.4375,6.375,1.009803921568627450980392
Jon Diebler,6.5,6.4375,1.009708737864077669902912
Chase Budinger,6.583333333333333333333333,6.520833333333333333333333,1.009584664536741214057507
Tomas Satoransky,6.604166666666666666666666,6.541666666666666666666666,1.009554140127388535031847
Chandler Parsons,6.791666666666666666666666,6.729166666666666666666666,1.009287925696594427244582
Tyler Zeller,7.0,6.9375,1.009009009009009009009009
Pierre Jackson,5.833333333333333333333333,5.791666666666666666666666,1.007194244604316546762589
Shane Larkin,5.895833333333333333333333,5.854166666666666666666666,1.007117437722419928825622
Thomas Welsh,7.0,6.958333333333333333333333,1.005988023952095808383233
Eric Maynor,6.208333333333333333333333,6.1875,1.003367003367003367003366
Nate Wolters,6.3125,6.291666666666666666666666,1.003311258278145695364238
Jeff Taylor,6.520833333333333333333333,6.5,1.003205128205128205128205
Cody Zeller,6.895833333333333333333333,6.895833333333333333333333,1.0
Mason Plumlee,6.916666666666666666666666,6.9375,0.996996996996996996996996
Frank Kaminsky,6.916666666666666666666666,6.979166666666666666666666,0.991044776119402985074626
Kelly Olynyk,6.8125,6.895833333333333333333333,0.987915407854984894259818
Sviatoslav Mykhailiuk,6.416666666666666666666666,6.541666666666666666666666,0.980891719745222929936305
Jon Scheyer,6.270833333333333333333333,6.395833333333333333333333,0.980456026058631921824104
